VibAx_A,VibAx_B,VibTr_A,VibTr_B,Temp_A,Temp_B,Torque,RPM_in,RPM_out
14.483570765056164,8.655958040600565,18.20280782248002,12.485539164538967,98.04288995211891,108.86687297561768,4131.587950178003,1166.249413970784,1145.679663332513
11.308678494144077,8.709526916424531,11.30493685565354,4.940999722924069,103.73952342389484,102.3868647817826,4131.144321277078,1154.8800861164837,1142.9843858540269
15.238442690503462,13.011331876349145,7.031497768833739,8.29763225447572,100.67633320450452,97.71577494455293,4122.635269402317,1166.3135828369245,1142.6479555320861
19.61514928204013,6.766118385593451,6.8323562536608025,7.754080183554894,95.6059303109139,98.27647384177041,4025.2822135793635,1163.996103953364,1143.213700555752
10.82923312638332,15.187487760044231,12.160584022579538,10.320460458371672,100.09111009591312,95.96370218694742,4099.434211591422,1160.6566870282513,1146.244038965627
10.829315215254097,8.74617223853434,12.040686131626362,7.739919750580434,100.68520704308403,106.34094037932657,4051.959556291557,1165.4045394331515,1153.022310378951
19.896064077536955,8.552987528611483,8.149625222760594,2.4244407853897005,108.65789079446894,103.44637327127852,4164.85708224295,1161.553959562854,1151.0051151688745
15.837173645764544,1.920635498631455,11.326466353672291,7.488354850678145,99.40629978953399,101.11775615144782,4098.610342987256,1157.031594369707,1150.4867164830928
9.652628070325239,-2.947599199276322,2.6694631290693343,8.704776461414344,100.99036060537738,99.77678465601412,4055.866886849597,1157.2463570086736,1143.5204632953853
14.712800217929823,8.246572069286339,13.45421944891632,8.699714954878282,99.59853550604868,103.95274084687924,4166.65088781266,1150.757585535312,1139.7205185305406
9.682911535937688,3.3314288603540065,16.504361695588067,6.742574163305417,105.05168210725395,107.2752187469465,4089.012622004989,1159.2862070392814,1145.27341357338
9.671351232148716,5.4715672584701895,10.992366995707625,7.942633820842059,99.61013925376625,103.67991273268898,4015.2756719033528,1159.3016522634073,1137.4483897155972
13.209811357830171,8.810134328081975,10.147652463688743,8.730490492812784,99.6664586216788,104.84540343286147,4072.556777722574,1169.5224923011117,1149.2261026550566
2.43359877671101,14.45288710607575,13.025639795029027,4.407030174654749,95.6508049430566,98.70694890682935,4182.227363641804,1159.854415352309,1141.5565637954442
3.3754108374348366,8.939458016406888,8.475562333214137,4.253321732430614,98.96236365301671,104.20087933291914,4139.71782101624,1161.9167549262977,1147.0986394681242
9.188562353795136,8.723867308725097,13.362869070943953,8.436621098268244,103.99314020319908,101.09971749094449,4102.498160297148,1163.7795017339124,1144.1597607772408
6.935844398327881,7.659522659525129,8.845094562717442,10.239412902982826,90.66965986824167,109.38904106377416,4077.049863170346,1150.3554876340277,1141.8488454724563
13.57123666297637,11.01132777738041,10.302953149977213,8.326573753918948,100.65830840682116,107.2582256830786,4038.3476922856394,1150.0044624367265,1141.7558497543275
7.459879622393945,19.554313813322416,10.791725228138917,13.117810758667241,96.1233692229218,104.8699783486366,4028.8365021751356,1161.7228994438974,1139.8658523181814
4.938481493323542,12.021145305553345,5.236123904584854,5.140321893461277,105.06787718754588,105.29328891947152,4059.6278199830253,1160.0123104055983,1147.194276752595
19.32824384460777,5.237692795279253,8.300771417906695,8.669050502620962,97.96822101047093,100.87596088777322,4089.691264744953,1159.873438815899,1150.1457278327014
10.871118497567322,11.016717633547566,5.911194054503907,9.271302276225047,99.38769784606903,97.10273171610731,4070.7744666587887,1157.7426453006253,1147.2717071390812
12.33764102343962,6.767262401990562,8.8420246405988,7.150444094847348,99.2324869950951,103.63853876987385,4101.238124064458,1172.8086287600902,1146.8971218767172
4.8762590689327165,13.534399924850447,11.883187649900899,13.648069074540256,106.811824885399,98.0956306650939,4124.31841939888,1158.1249053637039,1145.5533840956462
9.278086377374088,9.583098587868848,16.068586470697884,8.732042511038747,98.26078527323409,104.92978658306893,4188.217205028478,1167.1943465088946,1145.583608920066
12.55461294854933,11.589568203826262,8.023670132485025,7.566518919504514,100.4774637065323,118.21756147972971,4130.809320067147,1160.05521802451,1143.3738956602783
6.245032112888486,13.77774525997557,7.25090469826155,8.318320737690682,104.49938126607103,102.30937813907504,4095.8110817239385,1156.7536169785385,1149.6353054814588
13.87849009172836,17.9489137129047,11.86207176594105,5.786798122680917,97.33576927247684,106.96134172436305,4034.8293317823636,1163.8735075147765,1142.8214514105125
8.996806550405974,7.322391795446683,6.348637713613522,5.704786135551722,97.87948976093865,99.60728554894811,4205.184052783052,1156.0981738041567,1142.7745961472392
10.541531251033616,1.6905239283005216,9.83434475155388,7.22995009921056,99.63488629449802,104.83528321295367,4087.5626853158897,1158.3168582052108,1135.8831689042377
8.991466938853016,3.2493573755165226,4.249479876560314,9.792690920989571,99.70466540438412,104.98016244947874,4069.8725176209027,1160.516838813359,1149.0597028082243
21.261390922544688,8.407461992622054,1.2097380795956845,9.82816184841885,98.23851494990053,100.70633561271882,4099.028299145363,1160.6616534748853,1142.9509449893194
11.932513876310331,12.015405822640474,9.196404865845107,12.289284838826447,102.33383792885905,106.23618641158468,4094.8578419511223,1153.0517265662083,1145.6153784268488
6.711445355220498,9.285078485698804,11.185504036537885,10.999495514484149,94.6307126908201,101.33892517058655,4040.406134396436,1161.7974315440945,1152.4981106136174
16.112724560515943,9.897875926420296,7.126022218374783,5.338705887126574,94.63569701737276,102.95206926896236,4116.176433482061,1159.7212035628881,1143.8264854378958
5.895781750144889,4.828041830976369,13.44761993567996,3.5351233709437135,99.8636353692793,107.18839339434285,4161.482980217303,1158.9493093080882,1145.3904184250482
13.044317975023777,10.7546324453111,10.526706475716763,9.96834784702439,93.35058491988119,103.13779820034188,4132.249258699957,1151.4646497710387,1143.072117540014
2.201649380601122,11.138527911488458,1.1576879382348224,7.568048936718049,90.97166578440883,100.16335248464394,4017.950213151995,1171.3259121141227,1142.9942936542461
